app_name,app_id,review_id,user_name,rating,content,thumbs_up,app_version,at,reply_content
MCGM 24x7,in.cdac.gov.mgov.mcgm,cef223db-c298-4286-9771-5e8fe6945b04,A Google user,1,not work,0,8.78,2026-09-10 12:16:51,
MCGM 24x7,in.cdac.gov.mgov.mcgm,7486b162-a52e-461a-be0c-44c85fffe08f,A Google user,5,good,0,8.77,2026-09-09 13:31:33,
MCGM 24x7,in.cdac.gov.mgov.mcgm,1dded2fd-21cc-43b7-a28a-0f0464d9b4d5,A Google user,5,nice,0,8.77,2026-09-08 19:06:17,
MCGM 24x7,in.cdac.gov.mgov.mcgm,b12e91e3-da8d-41da-937d-de8d3d07f464,A Google user,1,not active and cannot register or login,1,,2026-09-08 15:37:02,
MCGM 24x7,in.cdac.gov.mgov.mcgm,6f8bf28e-8cf0-4ebe-9c2c-9e0c0a40eb63,A Google user,5,Good,0,8.76,2026-09-08 13:18:21,
MCGM 24x7,in.cdac.gov.mgov.mcgm,cdc6e5e5-5fcb-4dce-af92-9270d12fd308,A Google user,5,excellent,0,8.77,2026-09-07 20:27:26,
MCGM 24x7,in.cdac.gov.mgov.mcgm,babfc8aa-8288-4151-8bd5-eeca01d900cb,A Google user,1,"Can't pay property tax, get No internet connection error",1,8.77,2026-09-06 08:22:16,
MCGM 24x7,in.cdac.gov.mgov.mcgm,178c8fa9-9d72-4191-9928-bbea75f3fa41,A Google user,1,never works. pls get it fixed,1,8.77,2026-09-04 16:50:43,
MCGM 24x7,in.cdac.gov.mgov.mcgm,f5a80558-d568-46a0-8547-8a7c3d69a62b,A Google user,1,लॉगिन होत नाही,0,8.77,2026-09-02 11:34:44,
MCGM 24x7,in.cdac.gov.mgov.mcgm,3a46741e-1eae-430a-92ca-7ca57c91ad3f,A Google user,5,not good...,0,,2026-09-01 21:51:03,
MCGM 24x7,in.cdac.gov.mgov.mcgm,f768f9eb-c8b3-4ff2-990e-641c5b60e055,A Google user,1,Pathetic,0,,2026-09-01 13:59:11,
MCGM 24x7,in.cdac.gov.mgov.mcgm,4f5d8645-7a90-4522-9678-f3d435bbc7b6,A Google user,1,"after updating to version 8.76, the app is not working at all. It doesn't allow Login, &says Network Not Available. It doesn't allow New Registration also. It seems your IT Department is Not Working .",3,8.76,2026-08-30 18:38:10,
MCGM 24x7,in.cdac.gov.mgov.mcgm,ec52195d-1b21-4c84-8d85-c8cb711a8de4,A Google user,1,"worst app ever came across,unable to login even after several attempts.. Don't rely on this app,it's better to visit ur ward if having any issues or service required",0,8.76,2026-08-26 19:29:31,
MCGM 24x7,in.cdac.gov.mgov.mcgm,42799097-486f-4355-8317-45c923d472f1,A Google user,1,You are wasting our good time,0,8.76,2026-08-26 13:47:23,
MCGM 24x7,in.cdac.gov.mgov.mcgm,5bc1670f-3a0d-4fdb-b295-52427db63c8c,A Google user,1,Unable to login since long.,0,8.76,2026-08-24 16:14:48,
MCGM 24x7,in.cdac.gov.mgov.mcgm,641761cb-e717-4cd9-99d8-92d23e215c9d,A Google user,1,app doesn't works,0,8.76,2026-08-24 08:08:42,
MCGM 24x7,in.cdac.gov.mgov.mcgm,be10ceed-991f-47a7-adc0-febb7810cbf1,A Google user,1,"App not working, Still showing check internet over wifi",1,8.76,2026-08-22 12:47:09,
MCGM 24x7,in.cdac.gov.mgov.mcgm,50818f9c-782f-4e2c-a564-5584229e9f16,A Google user,4,fast response,0,8.62,2026-08-20 12:36:05,
MCGM 24x7,in.cdac.gov.mgov.mcgm,49929cac-6ace-4c64-a0fd-760e279f2079,A Google user,1,Worst app in the world does not found data issue server problems after all its a government app Editing the above review after 6 years still this apps condition is same also now some new issues it is showing not connected to internet while trying to login from phone number while youtube is running in my phone smoothly. BMC IT team ashamed to pay you our hard earned tax money. sudhar jao yaar.,0,8.76,2026-08-19 00:20:50,
MCGM 24x7,in.cdac.gov.mgov.mcgm,8e94b470-60ec-4a79-a2a1-3db38315c9d4,A Google user,1,not able to register. it just show check your internet connection,0,8.76,2026-08-17 09:35:36,
MCGM 24x7,in.cdac.gov.mgov.mcgm,487fb1b9-209a-4d03-9395-a8d7d9de5328,A Google user,2,not working since months for rent payment giving internet connection error please resolve the issue asap i am using this feature for couple of years but unable to use in last month due to error,0,8.76,2026-08-17 07:13:33,
MCGM 24x7,in.cdac.gov.mgov.mcgm,f09a4730-ee14-4a50-8371-bef2547353fc,A Google user,1,unable to login only....after update unable to login,0,8.76,2026-08-16 20:59:05,
MCGM 24x7,in.cdac.gov.mgov.mcgm,feca94b7-509f-4dc1-ac8b-3ee6f09c9638,A Google user,5,great,0,8.74,2026-08-15 06:42:49,
MCGM 24x7,in.cdac.gov.mgov.mcgm,1baae2c4-1c9b-4ea4-9891-0aba5694db0a,A Google user,1,there is no option to download birth certificate very BAD... they say online but nothing is there....,0,8.75,2026-08-13 13:36:55,
MCGM 24x7,in.cdac.gov.mgov.mcgm,7624753e-84f8-4c1c-8b19-d1ff4b81ca2c,A Google user,1,"Very poor service, page do not move to next step",0,8.75,2026-08-12 18:14:36,
MCGM 24x7,in.cdac.gov.mgov.mcgm,37ac2a25-5735-4bb2-afa6-73eebb273e46,A Google user,1,Not working from the last couple of days. it is showing no internet connection however I already have it,0,8.75,2026-08-12 15:20:48,
MCGM 24x7,in.cdac.gov.mgov.mcgm,96258a52-c156-4eba-8fff-4f8c988ab5da,A Google user,1,Atleast make a proper app where internet connection error does not show up everytime. Make nkn login payment possible its the most basic thing your developers can do. irritating it is.,0,8.74,2026-08-11 18:51:30,
MCGM 24x7,in.cdac.gov.mgov.mcgm,93f64928-fb05-40eb-996d-ad05f582474e,A Google user,5,good,0,8.73,2026-08-07 15:02:19,
MCGM 24x7,in.cdac.gov.mgov.mcgm,b6c900a2-db15-4caf-a2eb-d36323a209af,A Google user,1,registration problem ahea registration pan hot nahi ahea,0,8.74,2026-08-06 09:27:57,
